state,district,scenario,year,climate_confidence,confidence_class,annual_rainfall,annual_rainfall_change_pct,rx1day,rx3day,rain_p95,rain_p99,cdd,cwd,spi3,spi6,temperature_anomaly,mean_temperature,heat_stress_days_35,heat_stress_days_38,heat_stress_days_40,soil_moisture_deficit,water_availability_index,predicted_sm_anomaly,ag_stress_score,ag_stress_class,flood_hazard_score,flood_hazard_class,drought_hazard_score,drought_hazard_class,overall_risk_score,overall_risk_class,risk_rank
BIHAR,NAWADA,ssp245,2030,,Low Confidence,1091.26938887031,3.79,63.60469062422476,104.94773952997085,17.37543182096372,36.85165174203007,62.922447283695455,15.086031089166097,0.18916653303703138,0.17024987973332825,,,33.3,3.6,0.5,0.0,1.0247,0.00839252,0.0,Low,17.7,Low,1.49,Low,6.72,Low Risk,77
BIHAR,PASHCHIM CHAMPARAN,ssp245,2030,,Low Confidence,1373.500441146168,3.29,82.40447215670164,135.9673790585577,21.042635069289634,44.504425614020846,69.21964989965616,19.820951951940803,-0.0032270945561308864,-0.002904385100517798,0.37468074229029824,25.619943335321228,47.4,6.1,1.0,0.0,1.021,0.00832208,0.0,Low,37.72,Moderate,3.44,Low,14.41,Low Risk,31
BIHAR,PATNA,ssp245,2030,,Low Confidence,972.9792384877476,4.77,54.99561576637093,90.74276601451203,15.055166145771832,32.8690814795242,73.79706894651127,19.287980984617437,-0.1754085303157721,-0.1578676772841949,0.33012252516218155,25.931410088804046,55.9,7.9,1.3,0.0,1.0338,0.0069369734,0.0,Low,14.15,Low,18.94,Low,11.58,Low Risk,44
BIHAR,PURBA CHAMPARAN,ssp245,2030,,Low Confidence,1156.2494597125692,3.07,70.46450016236645,116.26642526790464,17.92715945099013,41.80449183480336,70.42063927676732,16.840804048937436,-0.46379456519395507,-0.41741510867455955,0.332389730215084,25.647379525502533,48.1,6.2,1.0,0.0,1.0183,0.0062095923,0.0,Low,25.09,Moderate,41.93,Moderate,23.46,Low Risk,12
BIHAR,PURNIA,ssp245,2030,,Low Confidence,1479.677983409773,4.5,66.78633342444562,110.19745015033526,22.378671765473644,40.17051208060723,59.26249901397648,27.241336315991475,-0.0900552082165776,-0.08104968739491984,0.5568997244040297,26.34083750645321,68.5,10.8,1.9,0.0,1.0256,0.0046249577,0.0,Low,35.79,Moderate,7.98,Low,15.32,Low Risk,26
BIHAR,ROHTAS,ssp245,2030,,Low Confidence,1019.5743221764067,-0.13,54.03037986178957,89.15012677195278,15.753694681647008,33.649113959034025,66.41461690091506,32.1474329977239,0.13119824952970263,0.11807842457673237,,,33.3,3.6,0.5,0.0,0.993,0.00456937,0.0,Low,26.84,Moderate,2.43,Low,10.24,Low Risk,56
BIHAR,SAHARSA,ssp245,2030,,Low Confidence,1228.3738264399778,5.74,74.66017498285052,123.18928872170335,18.81242006754882,38.70464185120758,64.80148621834631,17.557715694667188,-0.25418749935121737,-0.22876874941609565,,,33.3,3.6,0.5,0.0,1.0279,0.0041639875,0.0,Low,27.91,Moderate,23.06,Low,17.84,Low Risk,19
BIHAR,SAMASTIPUR,ssp245,2030,,Low Confidence,1080.206016112778,5.93,65.8531858764291,108.657756696108,16.68963153626306,36.92158894933709,65.08135901031824,18.253569967648225,-0.06460288315717956,-0.05814259484146161,,,33.3,3.6,0.5,0.0,1.0449,0.009634207,0.0,Low,21.6,Low,7.42,Low,10.16,Low Risk,57
BIHAR,SARAN,ssp245,2030,,Low Confidence,931.7907758322184,2.63,67.69107179278983,111.6902684581032,14.222346309364626,34.11117812388658,72.7916904936433,14.491004962244268,-0.6044080344172565,-0.5439672309755309,,,33.3,3.6,0.5,0.0,1.0231,0.0077721872,0.0,Low,16.45,Low,54.13,High,24.7,Low Risk,10
BIHAR,SHEIKHPURA,ssp245,2030,,Low Confidence,1046.1360852214734,5.79,56.42923060807752,93.1082305033279,17.57784767346518,36.682229388121975,65.18016460061911,19.263588090023532,0.07136384800681338,0.06422746320613204,,,33.3,3.6,0.5,0.0,1.0395,0.008514749,0.0,Low,17.79,Low,2.1,Low,6.96,Low Risk,76
BIHAR,SHEOHAR,ssp245,2030,,Low Confidence,1097.3367218223038,4.09,75.09030369604056,123.89900109846693,17.218348006527734,41.09282514625908,73.70599281652741,13.023960424200373,-0.04099042361084783,-0.036891381249763044,,,33.3,3.6,0.5,0.0,1.0274,0.00890551,0.0,Low,23.3,Low,7.77,Low,10.87,Low Risk,50
BIHAR,SITAMARHI,ssp245,2030,,Low Confidence,1190.8478453897449,5.17,70.2639580402601,115.93553076642917,19.385297574481516,39.33132445042844,71.80459593566475,17.16873053547424,0.018187500289900946,0.016368750260910853,0.43734985060162757,26.025829568174156,58.7,8.5,1.4,0.0,1.0302,0.0050460873,0.0,Low,25.62,Moderate,3.87,Low,10.32,Low Risk,55
BIHAR,SIWAN,ssp245,2030,,Low Confidence,939.4272360969886,1.39,72.19538342391814,119.12238264946494,14.948276508911809,33.88303375566642,74.24362367348724,14.486358203146985,-0.6687291396753342,-0.6018562257078008,,,33.3,3.6,0.5,0.0,1.0098,0.006886212,0.0,Low,19.44,Low,54.52,High,25.89,Moderate Risk,8
BIHAR,SUPAUL,ssp245,2030,,Low Confidence,1393.7942307035835,7.03,76.87082418339406,126.8368599026002,21.512039409949246,42.67221837129716,74.30850477168295,26.170039760043085,-0.18689658562563183,-0.16820692706306864,0.39544289443228564,25.84881186617746,53.6,7.4,1.2,0.0,1.0432,0.0058536963,0.0,Low,40.57,Moderate,20.03,Low,21.21,Low Risk,13
BIHAR,VAISHALI,ssp245,2030,,Low Confidence,970.1716112224249,5.64,60.93044452361892,100.53523346397121,15.752327220945538,35.91106165259999,67.82068607822984,12.952761819918535,-0.47685902187063905,-0.42917311968357513,0.33012252516218155,25.931410088804046,55.9,7.9,1.3,0.0,1.0579,0.017879056,0.0,Low,12.7,Low,42.32,Moderate,19.26,Low Risk,14
MAHARASHTRA,AHILYANAGAR,ssp245,2030,,Low Confidence,1055.3412734212873,4.32,67.71628403379583,111.73186865576311,16.758538032796995,36.08894156553991,84.65534449224263,18.017533281069042,1.5866750782813512,1.4280075704532162,0.24739622871081934,26.369185396035522,69.4,11.0,2.0,0.0,1.0362,0.0066542346,0.0,Low,22.24,Low,7.3,Low,10.34,Low Risk,54
MAHARASHTRA,AKOLA,ssp245,2030,,Low Confidence,1086.3129052978775,5.76,95.16569591496213,157.0233982596875,16.379476399225705,38.56824858039877,78.64075752392327,17.35602098145568,1.4941424745531373,1.3447282270978236,0.25671276582612634,27.23642504347696,101.6,20.5,4.4,0.0,1.0509,0.0113085965,0.0,Low,37.6,Moderate,5.7,Low,15.16,Low Risk,27
MAHARASHTRA,AMRAVATI,ssp245,2030,,Low Confidence,1141.7714213078727,6.51,95.51370477037372,157.59761287111664,16.714445981679088,38.584528774364514,71.84204663437593,21.216866004981817,1.1390261174440381,1.0251235056996344,0.2620101286305321,26.501019439432355,73.9,12.2,2.3,0.0,1.0539,0.009187971,0.0,Low,41.8,Moderate,3.88,Low,15.99,Low Risk,23
MAHARASHTRA,BEED,ssp245,2030,,Low Confidence,881.1255193651041,3.66,48.729408233488066,80.4035235852553,15.123278626763904,29.578695264769628,70.12146436801007,16.24783155948713,0.7596564593935654,0.6836908134542089,,,33.3,3.6,0.5,0.0,1.0327,0.008059745,0.0,Low,6.75,Low,3.42,Low,3.56,Low Risk,95
MAHARASHTRA,BHANDARA,ssp245,2030,,Low Confidence,1435.1358391041244,5.45,93.01588520549376,153.4762105890647,23.392017202903716,50.252445019553285,60.84599198546944,15.65232186795473,0.5586634856063141,0.5027971370456826,0.2647395908832557,25.939441410700482,56.1,7.9,1.3,0.0,1.0442,0.0068053394,0.0,Low,42.96,Moderate,0.94,Low,15.36,Low Risk,25
MAHARASHTRA,BULDHANA,ssp245,2030,,Low Confidence,1012.7965286414083,3.97,84.17864203827637,138.894759363156,15.76090190312436,34.326598938972566,81.66071375519918,17.423234503008654,1.0405310763826305,0.9364779687443675,0.28708645171590774,27.28410463995405,103.5,21.2,4.6,0.0,1.0362,0.009626291,0.0,Low,29.79,Moderate,6.5,Low,12.7,Low Risk,38
MAHARASHTRA,CHANDRAPUR,ssp245,2030,,Low Confidence,1397.8183452086955,5.93,80.67596452598706,133.11534146787864,22.65881911464009,50.324442133870164,64.91920457214331,17.463739349845085,0.510337591457785,0.4593038323120065,0.22485154006216135,27.524209619892968,113.7,24.8,5.6,0.0,1.0443,0.006173841,0.0,Low,37.23,Moderate,2.03,Low,13.74,Low Risk,34
MAHARASHTRA,CHHATRAPATI SAMBHAJI NAGAR,ssp245,2030,,Low Confidence,938.1835695661317,3.05,67.88766754504017,112.01465144931628,14.781133400950917,32.252422969780895,89.93744870231637,16.45820723224487,0.9976085783855864,0.8978477205470278,0.2599188599321671,26.86089350912307,86.8,15.8,3.2,0.0,1.0294,0.008443553,0.0,Low,18.34,Low,8.72,Low,9.47,Low Risk,65
MAHARASHTRA,DHARASHIV,ssp245,2030,,Low Confidence,864.0768459089842,5.74,46.53950147153921,76.7901774280397,14.421594580919622,29.129657661313676,68.99246102648749,15.383365720408605,0.555961587488905,0.5003654287400146,0.18486861189208526,26.90819717248283,88.6,16.4,3.3,0.0,1.0479,0.0075486302,0.0,Low,4.41,Low,3.12,Low,2.64,Low Risk,99
MAHARASHTRA,DHULE,ssp245,2030,,Low Confidence,978.5015872231936,6.87,74.54386803392475,122.99738225597584,15.59965910173693,38.26973754007943,81.40613391197667,16.883148537693643,1.7921508003777549,1.6129357203399795,0.20527738134067164,27.070776649316162,94.9,18.3,3.8,0.0,1.0536,0.0055440194,0.0,Low,24.81,Low,6.44,Low,10.94,Low Risk,49
MAHARASHTRA,GADCHIROLI,ssp245,2030,,Low Confidence,1519.1799818058234,2.93,81.5200165900051,134.5080273735084,22.156428906271014,48.97885511388585,61.6253136607447,20.301438391481135,0.32208920184990564,0.2898802816649151,0.3022818942864838,27.221608209609997,101.0,20.3,4.4,0.0,1.0184,0.0015625247,0.0,Low,39.74,Moderate,1.14,Low,14.31,Low Risk,33
MAHARASHTRA,GONDIA,ssp245,2030,,Low Confidence,1473.5762280187919,4.55,90.67307109503142,149.61056730680184,22.373866541655204,52.143663257132346,59.50060419252874,14.93807744064867,0.32189107938726025,0.2897019714485342,0.2917816784647016,26.466193789905997,72.7,11.9,2.2,0.0,1.0343,0.0039345613,0.0,Low,40.76,Moderate,0.58,Low,14.47,Low Risk,30
MAHARASHTRA,HINGOLI,ssp245,2030,,Low Confidence,1029.5463269037118,4.5,68.40516761178904,112.86852655945191,17.083748596508542,35.90823452397249,81.11751344322899,17.84654522712995,0.43385091283750843,0.3904658215537576,,,33.3,3.6,0.5,0.0,1.0455,0.012220883,0.0,Low,22.64,Low,6.36,Low,10.15,Low Risk,58
MAHARASHTRA,JALGAON,ssp245,2030,,Low Confidence,976.2883699221485,4.67,82.91353929059409,136.80733982948024,14.725956666427697,33.07967516280121,78.83894226675517,17.75753508149156,0.995209298825079,0.8956883689425711,0.3006426241662723,26.939209674464326,89.8,16.7,3.4,0.0,1.0399,0.008743823,0.0,Low,28.32,Moderate,5.75,Low,11.92,Low Risk,42
MAHARASHTRA,JALNA,ssp245,2030,,Low Confidence,980.6411770716884,2.46,69.74291964000614,115.07581740601012,15.388513819992832,33.538098617203445,80.8684732839947,18.907049562605025,0.6661536641296201,0.5995382977166581,0.2804320534070328,27.23968039751053,101.7,20.5,4.4,0.0,1.0264,0.009181201,0.0,Low,22.57,Low,6.29,Low,10.1,Low Risk,59
MAHARASHTRA,KOLHAPUR,ssp245,2030,,Low Confidence,1782.5298387840278,5.28,90.83271349474063,149.87397726632204,27.208901008609267,57.85479399682501,75.77344913979084,33.37801405814233,-0.17919801357935558,-0.16127821222142003,0.2825651446978341,26.65872753461203,79.4,13.7,2.6,7.612141e-05,1.0347,-7.612141e-05,0.59,Low,63.32,High,20.05,Low,29.36,Moderate Risk,7
MAHARASHTRA,LATUR,ssp245,2030,,Low Confidence,963.6099415719752,7.24,56.12086571823763,92.5994284350921,15.39664604384067,31.476593548577313,66.34888966691219,15.868190568103822,0.6178934020966625,0.5561040618869963,0.1791942232185022,27.27455433342193,103.1,21.0,4.6,0.0,1.0604,0.008446221,0.0,Low,11.3,Low,2.41,Low,4.8,Low Risk,90
MAHARASHTRA,MUMBAI,ssp245,2030,,Low Confidence,2725.602706130611,4.29,178.64572482273155,294.76544595750704,48.625718396088466,108.14343428930133,134.9732203084416,29.5760237219733,,,,,33.3,3.6,0.5,0.0,1.0317,0.0027886224,0.0,Low,96.8,Very High,,Low,,Low Risk,105
MAHARASHTRA,MUMBAI SUBURBAN,ssp245,2030,,Low Confidence,2741.0060939472405,4.87,175.90568096305304,290.2443735890375,47.68668552156942,106.60531317172072,119.0876050858903,31.687653189657233,,,,,33.3,3.6,0.5,0.0,1.0363,0.0038020574,0.0,Low,98.86,Very High,,Low,,Low Risk,106
MAHARASHTRA,NAGPUR,ssp245,2030,,Low Confidence,1285.2242345543623,6.89,86.14768088843839,142.14367346592334,20.90226296644036,42.92947352331217,60.89632525692667,20.633382075620656,1.0824048461477072,0.9741643615329365,0.24269749522210304,25.98222373723985,57.4,8.2,1.4,0.0,1.0543,0.007645806,0.0,Low,40.08,Moderate,0.95,Low,14.36,Low Risk,32
MAHARASHTRA,NANDED,ssp245,2030,,Low Confidence,1058.6882669077497,9.05,56.247371925351004,92.80816367682915,16.120524725598226,32.98562585379087,67.22607552378747,19.22954024994233,0.27666419864182756,0.2489977787776448,0.2173791607221105,27.505133716265373,112.8,24.5,5.5,0.0,1.0759,0.010755691,0.0,Low,15.58,Low,2.64,Low,6.38,Low Risk,80
MAHARASHTRA,NANDURBAR,ssp245,2030,,Low Confidence,1052.0915151589456,7.98,82.76938987953706,136.56949330123615,16.416912838649562,42.7755540504954,88.72246257002115,18.81882620378272,1.0840888269620477,0.9756799442658429,0.20527738134067164,27.070776649316162,94.9,18.3,3.8,0.0,1.0613,0.0063711125,0.0,Low,33.22,Moderate,8.39,Low,14.56,Low Risk,29
MAHARASHTRA,NASHIK,ssp245,2030,,Low Confidence,1328.9245627761243,6.85,89.3401189935333,147.41119633932993,20.533158528984735,48.41510183080779,93.90722182928087,21.94760658989172,0.888575254167951,0.799717728751156,0.26209173401197106,27.11383893887202,96.6,18.9,4.0,0.0,1.0521,0.0064837877,0.0,Low,44.48,Moderate,9.78,Low,18.99,Low Risk,16
MAHARASHTRA,PALGHAR,ssp245,2030,,Low Confidence,2382.126913753991,6.74,138.2946053875384,228.18609888943837,40.58453434731192,93.96436326616424,122.08637451919031,34.32169678490172,-0.2249185516382179,-0.2024266964743961,0.30098981128799096,26.760419840282868,83.1,14.7,2.9,0.0,1.0478,0.003510756,0.0,Low,99.27,Very High,28.64,Moderate,44.77,Moderate Risk,4
MAHARASHTRA,PARBHANI,ssp245,2030,,Low Confidence,1003.7133870495962,4.4,55.63986601485033,91.80577892450303,17.215504018493554,32.64703411313492,66.43179430761619,18.080294730871508,0.5892876309073176,0.5303588678165859,0.27377770808008606,27.195256088839642,99.9,19.9,4.3,0.0,1.0419,0.009213089,0.0,Low,14.79,Low,2.43,Low,6.03,Low Risk,82
MAHARASHTRA,PUNE,ssp245,2030,,Low Confidence,1300.5916479019875,4.83,80.50558313936665,132.83421217995496,20.386053411925612,43.88803038619338,87.75058127360653,21.72467804595561,0.8595561001481037,0.7736004901332934,0.3150857104195772,26.236346146795512,65.1,10.0,1.8,0.0,1.0338,0.0044186576,0.0,Low,37.86,Moderate,8.13,Low,16.1,Low Risk,21
MAHARASHTRA,RAIGAD,ssp245,2030,,Low Confidence,2480.1744582760184,4.66,122.56744479443105,202.23628391081124,43.111996771355216,87.78131109457217,105.3041569982667,34.50854337974067,-1.169783774475933,-1.0528053970283398,0.33521348701584586,26.493696386284313,73.6,12.1,2.3,0.0,1.0321,0.0014015732,0.0,Low,97.74,Very High,60.0,High,55.21,High Risk,3
MAHARASHTRA,RATNAGIRI,ssp245,2030,,Low Confidence,2665.874217315437,5.15,128.06109702813697,211.30081009642598,45.72304667459687,79.49251967235901,105.99135518943127,41.25678167193998,-0.7684245651072537,-0.6915821085965284,0.32785154183705956,26.802809007962548,84.7,15.2,3.0,0.002369795,1.0323,-0.002369795,18.22,Low,99.82,Very High,68.54,High,64.39,High Risk,2
MAHARASHTRA,SANGLI,ssp245,2030,,Low Confidence,1094.7221190037678,5.01,54.634328700839625,90.14664235638537,16.884986902080886,36.68393676484158,74.90628688742608,20.037991924650004,1.702966526838332,1.5326698741544988,0.2843440453211592,26.4284641424815,71.4,11.5,2.1,0.0,1.0362,0.0013630019,0.0,Low,17.04,Low,4.7,Low,7.61,Low Risk,72
MAHARASHTRA,SATARA,ssp245,2030,,Low Confidence,1419.2788259920062,5.14,81.48727055255237,134.45399641171142,21.928382484883656,50.94686738599453,84.09817839650302,24.780340663083685,2.447255627005766,2.2025300643051895,0.3314131809605563,25.954553049140515,56.6,8.0,1.3,0.0,1.0351,0.0030265911,0.0,Low,44.48,Moderate,7.15,Low,18.07,Low Risk,18
MAHARASHTRA,SINDHUDURG,ssp245,2030,,Low Confidence,2662.918547365008,5.48,125.2153662513023,206.6053543146488,41.93848564826436,76.53735960303219,87.4860334789753,48.16422855558628,-0.7828255476794652,-0.7045429929115187,0.310854793919475,27.342769802941234,106.0,22.0,4.8,0.0030494113,1.0341,-0.0030494113,23.45,Low,98.22,Very High,69.04,High,65.58,High Risk,1
MAHARASHTRA,SOLAPUR,ssp245,2030,,Low Confidence,783.3500892168354,4.75,43.13725255042176,71.1764667081959,12.397549372301523,27.180795182711464,70.46513726519326,15.480053678713649,0.7201176893086217,0.6481059203777596,0.21390890876453028,26.72210759719214,81.7,14.3,2.8,0.0,1.0372,0.00058887585,0.0,Low,3.07,Low,3.51,Low,2.3,Low Risk,100
MAHARASHTRA,THANE,ssp245,2030,,Low Confidence,2360.537319480659,5.82,134.8907709941426,222.5697721403353,40.80559025144029,84.39235859562945,93.58035524526974,29.779397950885976,0.40522373422604147,0.36470136080343735,0.30098981128799096,26.760419840282868,83.1,14.7,2.9,0.0,1.0424,0.0038795187,0.0,Low,96.43,Very High,9.69,Low,37.14,Moderate Risk,6
MAHARASHTRA,WARDHA,ssp245,2030,,Low Confidence,1245.6013524602013,7.7,90.70279790290184,149.65961653978803,19.85878075420479,41.941818859755315,67.73268397793368,18.72669620563579,1.0843895408769597,0.9759505867892637,0.22330648501716155,27.71612392663958,122.0,28.0,6.6,0.0,1.0631,0.009212693,0.0,Low,39.8,Moderate,2.78,Low,14.9,Low Risk,28
MAHARASHTRA,WASHIM,ssp245,2030,,Low Confidence,1047.429469143969,4.84,87.83304101238991,144.92451767044335,16.3945502743359,35.47676538080071,74.36041475898688,18.040225351003517,0.9235889122406922,0.831230021016623,0.25671276582612634,27.23642504347696,101.6,20.5,4.4,0.0,1.0464,0.012932773,0.0,Low,33.24,Moderate,4.55,Low,13.23,Low Risk,36
