state,district,annual_rainfall,mean_temperature,mean_humidity,mean_soil_moisture,year,rainfall_anomaly,spi3,spi6,rx1day,rain_p95,rain_p99,cdd,cwd,rx3day,base_mean_pet_x,base_mean_et_x,base_mean_solar_x,base_mean_lai_x,temperature_anomaly,humidity_anomaly,soil_moisture_anomaly,heat_stress_days_35,heat_stress_days_38,heat_stress_days_40,water_availability_index,soil_moisture_deficit,annual_rainfall_change_pct,state_code,district_code,mean_solar,mean_pet,mean_et,mean_lai,base_mean_pet_y,base_mean_et_y,base_mean_solar_y,base_mean_lai_y,pet_anomaly,et_anomaly,solar_anomaly,lai_anomaly,predicted_sm_anomaly,predicted_ndvi_anomaly,predicted_ndwi_anomaly,soil_moisture_stress_class,water_security_index,scenario
BIHAR,GOPALGANJ,1034.1338654018011,25.947379525502534,52.00464893782952,0.15764470222076973,2030,16.303240401801226,-0.6051637650707149,-0.5446473885636434,74.82103535578393,15.314004509460872,36.72535350029316,73.42903522299414,14.256967313341462,123.45470833704348,51.20313503042417,8.953419264557217,18.175664331110827,0.8116239191134841,0.632389730215084,1.1934390568425712,-0.005093232537065474,48.1,6.2,1.0,1.011,0.0006248825,1.6,0,24,17.4461,4.2147,10.900694671087894,0.9246843388151829,51.20313503042417,8.953419264557217,18.175664331110827,0.8116239191134841,-46.98843503042417,1.947275406530677,-0.7295643311108257,0.11306041970169878,-0.0006248825,0.002940605919514037,-0.017259084,Low,50.15,ssp585
BIHAR,JAMUI,1232.478715927536,26.696755497985414,54.17688150952924,0.1632931579887398,2030,41.122465927536,0.04161183225200841,0.037450649026807566,72.0690162941028,18.175444570068386,40.346176478008424,61.68766010610575,13.721234513830499,118.9138768852696,48.25503305466191,10.82433625689537,18.095221296860384,0.8581867948146154,0.7589224470986224,1.8604971952485698,-0.010458325015761768,70.4,11.3,2.1,1.0147,0.0040349774,3.45,0,31,17.6704,4.342,12.787596553461333,1.1450753209347502,48.25503305466191,10.82433625689537,18.095221296860384,0.8581867948146154,-43.91303305466191,1.963260296565963,-0.42482129686038306,0.2868885261201348,-0.0040349774,0.001185281516177673,-0.014877577,Low,48.26,ssp585
BIHAR,JEHANABAD,1013.1837070855021,,,0.15470778578653416,2030,30.970394585502078,-0.02611747397499986,-0.023505726577499875,66.11439403687591,16.77233710384671,36.29775118390049,64.7272207152252,15.512160329429676,109.08875016084524,50.721155265693234,10.205539504675794,18.586319352714174,0.8198974456567841,,,-0.005036377399457055,33.3,3.6,0.5,1.022,0.00031252202,3.15,0,34,17.618,4.164,12.096817520480414,1.0144034603406058,50.721155265693234,10.205539504675794,18.586319352714174,0.8198974456567841,-46.55715526569323,1.8912780158046196,-0.9683193527141754,0.19450601468382167,-0.00031252202,0.002541129519523777,-0.02070754,Low,50.9,ssp585
BIHAR,KAIMUR (BHABUA),1068.1491636957894,,,0.1508130749495598,2030,-6.325023804210634,0.0846229530093241,0.0761606577083917,57.216467963922625,16.721638171590335,33.566041518398706,67.0465242406409,28.522240643985228,94.40717214047233,52.281340565961436,10.860536411665988,18.639493691155163,0.9611596307136246,,,-0.008874082317583878,33.3,3.6,0.5,0.9886,0.0,-0.59,0,36,17.6415,4.1696,12.310779753138481,1.0244501657849663,52.281340565961436,10.860536411665988,18.639493691155163,0.9611596307136246,-48.11174056596143,1.4502433414724933,-0.9979936911551626,0.06329053507134164,0.000767257,0.0029138136839774974,-0.011495097,Low,49.43,ssp585
BIHAR,KATIHAR,1533.6094961242027,26.64083750645321,55.947956249133064,0.1934493835146263,2030,45.28174612420272,-0.009741341606624097,-0.008767207445961689,65.01643917599517,21.40830173516132,41.318172997035084,61.99068908968155,20.512010663102224,107.27712464039203,44.458502479295255,12.86772216758912,16.697050084133455,0.9583697991588466,0.8568997244040297,1.900405911334758,-0.009150810960585256,68.5,10.8,1.9,1.0152,0.0,3.04,0,39,17.5639,4.3104,15.3451446319524,1.2332639904625482,44.458502479295255,12.86772216758912,16.697050084133455,0.9583697991588466,-40.148102479295254,2.477422464363279,0.8668499158665455,0.27489419130370163,0.0014497442,0.0029814132939793374,-0.017137125,Low,50.76,ssp585
BIHAR,KHAGARIA,1237.6686927405415,26.55645162794326,54.47557977322518,0.1769668019435113,2030,64.83181774054141,-0.016453663190272715,-0.014808296871245444,74.53066291239705,17.53519991776501,37.352665948486234,65.31345514635883,19.05285032310052,122.97559380545512,46.64138113640292,11.393103985343254,17.453620723408797,0.8643590415248931,0.7667446527216264,1.9303127989463675,-0.007596571033034428,65.8,10.1,1.8,1.0345,0.0,5.53,0,40,17.5727,4.3043,14.45215374548651,1.1011679065665876,46.64138113640292,11.393103985343254,17.453620723408797,0.8643590415248931,-42.33708113640292,3.0590497601432567,0.11907927659120432,0.23680886504169452,0.00083370093,0.0032729219858293277,-0.014475878,Low,51.72,ssp585
BIHAR,KISHANGANJ,2185.1456885451394,,,0.23231945724875958,2030,109.02400104513946,-1.4840438684540884,-1.3356394816086796,86.97396619323266,29.421278745675842,53.067886474289836,63.44299684844337,32.022490589169365,143.50704421883387,47.925028379595,13.021418369244829,16.17800150560288,0.9948924974530019,,,-0.014628813835775186,33.3,3.6,0.5,1.0251,0.0045981975,5.25,0,42,17.4705,4.1292,14.856667147666162,1.1386172533442755,47.925028379595,13.021418369244829,16.17800150560288,0.9948924974530019,-43.795828379595,1.8352487784213327,1.2924984943971225,0.14372475589127365,-0.0045981975,0.002768938104354281,-0.022011705,Low,49.28,ssp585
BIHAR,LAKHISARAI,1169.1830521842835,,,0.17386480406342353,2030,61.94361468428335,0.09177193762875308,0.08259474386587778,67.55732949663977,18.26058641200886,37.52425836203809,62.56951512805465,17.593536133254553,111.4695936694556,48.36889125017145,10.906015858527828,18.076078629755813,0.8805050519363627,,,-0.004455744688877823,33.3,3.6,0.5,1.0401,0.0,5.59,0,45,17.6176,4.1639,12.955355885830313,1.1278681341339047,48.36889125017145,10.906015858527828,18.076078629755813,0.8805050519363627,-44.20499125017145,2.0493400273024847,-0.4584786297558132,0.247363082197542,0.0023447857,0.005095959882222653,-0.022422478,Low,52.0,ssp585
BIHAR,MADHEPURA,1343.075045048311,,,0.18272742417003,2030,65.23554504831088,-0.3122271315739062,-0.2810044184165156,69.92099212883711,18.81044043463381,40.81416116460605,64.99340542558531,16.83732084603177,115.36963701258124,46.76756465943026,13.787539287859628,17.064204094689472,1.1259465116345826,,,-0.011404741197234444,33.3,3.6,0.5,1.0258,0.003648011,5.11,0,47,17.5339,4.1441,12.597664940547173,1.1377127763483192,46.76756465943026,13.787539287859628,17.064204094689472,1.1259465116345826,-42.62346465943026,-1.1898743473124558,0.46969590531052674,0.011766264713736652,-0.003648011,0.0030749937063847253,0.005101391,Low,49.29,ssp585
BIHAR,MADHUBANI,1305.851075316642,26.14881186617746,55.007222636217,0.1823081661244141,2030,79.97607531664187,0.09210845092794288,0.0828976058351486,75.33336830926521,19.312641233859043,38.695844163989904,73.1670761614296,21.759309994799736,124.30005771028759,49.80275423850543,10.55453072049921,17.26702265932034,0.8971096424062469,0.6954428944322857,2.0377024763096827,-0.011430304771217616,53.6,7.4,1.2,1.0357,0.00565145,6.52,0,48,17.4559,4.2365,13.318653169102552,1.1232778633030633,49.80275423850543,10.55453072049921,17.26702265932034,0.8971096424062469,-45.56625423850543,2.7641224486033416,0.18887734067966022,0.22616822089681643,-0.00565145,0.0034766113149809403,-0.014615969,Low,48.69,ssp585
BIHAR,MUNGER,1231.120639573933,,,0.17268032699376054,2030,57.87032707393294,0.05447149746787929,0.04902434772109136,76.81938483479955,17.401558880333372,40.37410706501633,63.76641540188903,20.391183321566533,126.75198497741926,44.88727224787707,10.439024715309989,17.714584227195573,0.8503146668759362,,,-0.005840528835767462,33.3,3.6,0.5,1.0331,0.0,4.93,0,57,17.6091,4.1619,13.02653237491232,1.1168864114363415,44.88727224787707,10.439024715309989,17.714584227195573,0.8503146668759362,-40.72537224787707,2.5875076596023305,-0.10548422719557138,0.26657174456040533,0.0025947387,0.002738252090948383,-0.022163015,Low,51.65,ssp585
BIHAR,MUZAFFARPUR,1072.8732720026953,,,0.16259463347266967,2030,47.70314700269527,-0.36815752401216817,-0.3313417716109514,72.40517671835241,16.156070153185112,35.13984670030381,68.94579044644352,16.158084987768788,119.46854158528147,49.32715577278276,9.872713683286927,17.965076574903105,0.8732772307546472,,,-0.0018603806426851178,33.3,3.6,0.5,1.0383,0.0,4.65,0,58,17.4837,4.1323,12.26234378319302,0.98158918202675,49.32715577278276,9.872713683286927,17.965076574903105,0.8732772307546472,-45.19485577278276,2.3896300999060927,-0.4813765749031056,0.1083119512721028,0.0035446656,0.00354453662317976,-0.018046627,Low,51.92,ssp585
BIHAR,NALANDA,1045.8361995087475,,,0.17650404561546998,2030,52.81576200874751,-0.055667717015282364,-0.05010094531375413,55.18625623944709,16.545987687604462,33.918921540518674,66.33050449381912,18.006626864144035,91.0573227950877,49.23256093984273,10.653818666554537,18.419229012777254,0.8531933708038805,,,-0.004691398662528402,33.3,3.6,0.5,1.0377,0.0,5.32,0,61,17.6103,4.1622,12.737004890798707,1.0199902964386172,49.23256093984273,10.653818666554537,18.419229012777254,0.8531933708038805,-45.07036093984273,2.0831862242441694,-0.8089290127772557,0.1667969256347367,0.001589066,0.006346638547665749,-0.021856982,Low,51.89,ssp585
BIHAR,NAWADA,1145.8328583138255,,,0.17404320100112416,2030,41.83529581382549,0.19862485968888297,0.17876237371999468,63.60469062422476,17.37543182096372,36.85165174203007,62.922447283695455,15.086031089166097,104.94773952997085,49.45750843590327,10.853785619591868,18.46304156336751,0.9099959221957213,,,-0.0061217347064724216,33.3,3.6,0.5,1.0247,0.0,3.79,0,67,17.6623,4.1745,12.73144585600551,1.104287964597174,49.45750843590327,10.853785619591868,18.46304156336751,0.9099959221957213,-45.28300843590327,1.877660236413643,-0.800741563367513,0.1942920424014526,0.0015325696,0.0026261776040461026,-0.02147911,Low,51.24,ssp585
BIHAR,PASHCHIM CHAMPARAN,1442.1754632034765,25.91994333532123,52.2015282338487,0.1761608039210617,2030,45.931400703476484,-0.003388449283937431,-0.003049604355543688,82.40447215670164,21.042635069289634,44.504425614020846,69.21964989965616,19.820951951940803,135.9673790585577,51.2101828203017,9.728686559118337,17.504031297538724,1.2351243455769854,0.6746807422902983,1.5516632420937384,-0.006215570718666681,47.4,6.1,1.0,1.021,0.0,3.29,0,72,17.3579,4.1907,11.853567025850946,1.1109499928845783,51.2101828203017,9.728686559118337,17.504031297538724,1.2351243455769854,-47.019482820301704,2.124880466732609,-0.146131297538723,-0.12417435269240706,0.0026760222,0.003169125292487332,0.022027899,Low,51.05,ssp585
BIHAR,PATNA,1021.628200412135,26.231410088804047,51.99198180925293,0.15598746690181567,2030,46.543075412135046,-0.18417895683156071,-0.16576106114840466,54.99561576637093,15.055166145771832,32.8690814795242,73.79706894651127,19.287980984617437,90.74276601451203,46.279168200685554,9.308608090525563,18.35437930188435,0.729789955731206,0.6301225251621816,1.3513607119766249,-0.004806738461786637,55.9,7.9,1.3,1.0338,0.00088018,4.77,0,73,17.5761,4.2736,11.797156557296985,0.9555425621040642,46.279168200685554,9.308608090525563,18.35437930188435,0.729789955731206,-42.00556820068555,2.4885484667714213,-0.7782793018843499,0.2257526063728582,-0.00088018,0.005023689640572607,-0.020945702,Low,51.13,ssp585
BIHAR,PURBA CHAMPARAN,1214.0619326981978,25.947379525502534,52.00464893782952,0.17064829522846903,2030,36.11812019819774,-0.48698429345365285,-0.43828586410828757,70.46450016236645,17.92715945099013,41.80449183480336,70.42063927676732,16.840804048937436,116.26642526790464,50.76027053849239,9.758782983572994,17.909487147913964,0.8718572205976468,0.632389730215084,1.1934390568425712,-0.006861483304687994,48.1,6.2,1.0,1.0183,0.0,3.07,0,76,17.4159,4.2074,11.430533104581027,1.0275891167538138,50.76027053849239,9.758782983572994,17.909487147913964,0.8718572205976468,-46.55287053849239,1.6717501210080332,-0.4935871479139635,0.155731896156167,0.0009992283,0.003403682628839853,-0.021437777,Low,50.92,ssp585
BIHAR,PURNIA,1553.6618825802618,26.64083750645321,55.947956249133064,0.1979950033147332,2030,66.87632008026183,-0.09455796862740648,-0.08510217176466583,66.78633342444562,22.378671765473644,40.17051208060723,59.26249901397648,27.241336315991475,110.19745015033526,46.08491584041908,13.620700383582324,16.763550607316194,1.1017823162225981,0.8568997244040297,1.900405911334758,-0.009053057400156213,68.5,10.8,1.9,1.0256,0.0,4.5,0,77,17.5345,4.3032,16.234110770194324,1.2443340619817456,46.08491584041908,13.620700383582324,16.763550607316194,1.1017823162225981,-41.78171584041908,2.6134103866119993,0.7709493926838071,0.14255174575914742,0.0013371984,0.0030343145936661,-0.016968882,Low,51.28,ssp585
BIHAR,ROHTAS,1070.553038285227,,,0.1579112618851801,2030,-1.3840867147729228,0.13775816200618776,0.123982345805569,54.03037986178957,15.753694681647008,33.649113959034025,66.41461690091506,32.1474329977239,89.15012677195278,50.08088788708863,11.571308110057585,18.65764222997103,0.9950036560091524,,,-0.008386391454999777,33.3,3.6,0.5,0.993,0.0,-0.13,0,82,17.6463,4.1707,12.37999286298967,1.033910919699043,50.08088788708863,11.571308110057585,18.65764222997103,0.9950036560091524,-45.910187887088625,0.808684752932086,-1.0113422299710315,0.038907263689890614,0.0005095494,0.00329672027114529,-0.008848471,Low,49.65,ssp585
BIHAR,SAHARSA,1289.7925177619768,,,0.17545928079701903,2030,69.98783026197674,-0.26689687431877823,-0.24020718688690043,74.66017498285052,18.81242006754882,38.70464185120758,64.80148621834631,17.557715694667188,123.18928872170335,47.44833978233958,11.797075911665198,17.307769132093963,0.9439952500438892,,,-0.012684047506876291,33.3,3.6,0.5,1.0279,0.0060733473,5.74,0,83,17.5268,4.1425,13.071102215948136,1.1372095367101214,47.44833978233958,11.797075911665198,17.307769132093963,0.9439952500438892,-43.30583978233958,1.2740263042829376,0.21903086790603865,0.1932142866662322,-0.0060733473,0.0034386825405297765,-0.02206008,Low,47.93,ssp585
BIHAR,SAMASTIPUR,1134.2163169184169,,,0.16116972861859644,2030,63.48144191841684,-0.06783302731503854,-0.06104972458353469,65.8531858764291,16.68963153626306,36.92158894933709,65.08135901031824,18.253569967648225,108.657756696108,48.34261758068315,10.279339142976594,17.876484929360345,0.8767461092158747,,,-0.0031325074644252228,33.3,3.6,0.5,1.0449,0.0,5.93,0,84,17.5347,4.1443,12.612518208427684,1.0803975103340846,48.34261758068315,10.279339142976594,17.876484929360345,0.8767461092158747,-44.198317580683145,2.3331790654510893,-0.3417849293603439,0.2036514011182099,0.0020832864,0.004653425493036884,-0.021842347,Low,52.24,ssp585
BIHAR,SARAN,978.3803146238293,,,0.15069037234824642,2030,25.04725212382935,-0.6346284361381194,-0.5711655925243074,67.69107179278983,14.222346309364626,34.11117812388658,72.7916904936433,14.491004962244268,111.6902684581032,48.980342952501815,9.103941109314768,18.29156675622986,0.7751122414703517,,,-0.002578633062957937,33.3,3.6,0.5,1.0231,0.0,2.63,0,87,17.5159,4.1399,10.234331920737588,0.9179954571567841,48.980342952501815,9.103941109314768,18.29156675622986,0.7751122414703517,-44.84044295250182,1.1303908114228207,-0.7756667562298603,0.14288321568643236,0.00060615956,0.00315017655592669,-0.02107386,Low,51.15,ssp585
BIHAR,SHEIKHPURA,1098.4428894825471,,,0.18269038304123578,2030,60.158264482547125,0.07493204040715405,0.06743883636643865,56.42923060807752,17.57784767346518,36.682229388121975,65.18016460061911,19.263588090023532,93.1082305033279,49.74478505203776,10.473216651805147,18.297951894317578,0.7945008022533472,,,-0.005674356298158874,33.3,3.6,0.5,1.0395,0.0,5.79,0,89,17.6217,4.1649,12.77311919665535,1.0277086408391864,49.74478505203776,10.473216651805147,18.297951894317578,0.7945008022533472,-45.57988505203776,2.2999025448502017,-0.676251894317577,0.23320783858583927,0.0018148946,0.0060598596259372264,-0.02353245,Low,51.98,ssp585
BIHAR,SHEOHAR,1152.203557913419,,,0.17023874676195827,2030,45.284370413419026,-0.04303994479139022,-0.038735950312251195,75.09030369604056,17.218348006527734,41.09282514625908,73.70599281652741,13.023960424200373,123.89900109846693,49.49400131833451,11.023236240174112,17.86879344253231,0.9929003949707994,,,-0.005748459248852279,33.3,3.6,0.5,1.0274,0.0,4.09,0,90,17.436,4.121,11.997876126511128,1.0944202101970635,49.49400131833451,11.023236240174112,17.86879344253231,0.9929003949707994,-45.37300131833451,0.974639886337016,-0.43279344253231145,0.10151981522626408,0.002196663,0.0032827037430975593,-0.017099166,Low,51.37,ssp585
BIHAR,SITAMARHI,1250.390237659232,26.325829568174157,54.490156784220495,0.17829715948417116,2030,61.51330015923203,0.019096875304395994,0.017187187773956395,70.2639580402601,19.385297574481516,39.33132445042844,71.80459593566475,17.16873053547424,115.93553076642917,49.71614783850831,10.70708489666542,17.70579682745004,0.9534092128512964,0.7373498506016276,1.7968119163024951,-0.008782427075524093,58.7,8.5,1.4,1.0302,0.0,5.17,0,93,17.4252,4.246,14.27573879377875,1.1022291865528735,49.71614783850831,10.70708489666542,17.70579682745004,0.9534092128512964,-45.47014783850831,3.5686538971133306,-0.2805968274500401,0.14881997370157707,0.00080668787,0.003935248479659565,-0.015753511,Low,51.51,ssp585
BIHAR,SIWAN,986.3985979018381,,,0.153283436114912,2030,13.513222901838049,-0.7021655966591009,-0.6319490369931909,72.19538342391814,14.948276508911809,33.88303375566642,74.24362367348724,14.486358203146985,119.12238264946494,50.5395265427739,9.221811499832688,18.31114226630012,0.8173204928761137,,,-0.004975181193936191,33.3,3.6,0.5,1.0098,5.3089385e-05,1.39,0,94,17.4861,4.1328,11.111626536554297,0.9264266109449542,50.5395265427739,9.221811499832688,18.31114226630012,0.8173204928761137,-46.406726542773896,1.8898150367216093,-0.8250422663001196,0.10910611806884041,-5.3089385e-05,0.0018675682613810659,-0.016766792,Low,50.46,ssp585
BIHAR,SUPAUL,1463.4839422387627,26.14881186617746,55.007222636217,0.19140859115149378,2030,96.15425473876266,-0.19624141490691344,-0.17661727341622208,76.87082418339406,21.512039409949246,42.67221837129716,74.30850477168295,26.170039760043085,126.8368599026002,48.070508576420735,12.392472075568596,16.850169434019232,1.0243291152214222,0.6954428944322857,2.0377024763096827,-0.009048549992260981,53.6,7.4,1.2,1.0432,0.0,7.03,0,96,17.4661,4.2389,13.376422217145544,1.1590312121965778,48.070508576420735,12.392472075568596,16.850169434019232,1.0243291152214222,-43.831608576420734,0.9839501415769476,0.6159305659807686,0.13470209697515556,0.0012858461,0.0035396687562440315,-0.01727087,Low,52.16,ssp585
BIHAR,VAISHALI,1018.6801917835462,26.231410088804047,51.99198180925293,0.16120304036357444,2030,54.3693792835461,-0.5007019729641711,-0.4506317756677539,60.93044452361892,15.752327220945538,35.91106165259999,67.82068607822984,12.952761819918535,100.53523346397121,47.375922827502684,8.91090683802121,18.127577431664502,0.7414805500826241,0.6301225251621816,1.3513607119766249,0.0045996190114436,55.9,7.9,1.3,1.0579,0.0,5.64,0,99,17.5381,4.2644,11.49351100469826,0.9444683352043147,47.375922827502684,8.91090683802121,18.127577431664502,0.7414805500826241,-43.11152282750268,2.582604166677049,-0.589477431664502,0.20298778512169058,0.008279456,0.005536935998626482,-0.021978447,Low,52.9,ssp585
MAHARASHTRA,AHILYANAGAR,1108.1083370923516,26.669185396035523,46.562380322588474,0.22400947872278942,2030,45.91521209235168,1.666008832195419,1.4994079489758771,67.71628403379583,16.758538032796995,36.08894156553991,84.65534449224263,18.017533281069042,111.73186865576311,49.81523730947029,10.019539687016353,18.808474001645877,0.5995753946415238,0.5473962287108194,1.397977155921538,-0.0005475202971678651,69.4,11.0,2.0,1.0362,0.00048117898,4.32,1,1,18.3273,4.5006,11.994516996843208,0.8656893267512227,49.81523730947029,10.019539687016353,18.808474001645877,0.5995753946415238,-45.31463730947029,1.9749773098268548,-0.48117400164587565,0.2661139321096989,-0.00048117898,-0.004297317669862087,-0.02014603,Low,51.6,ssp585
